is_write_op,time_in_nanoseconds
false,0
false,0
false,0
false,0
true,26410
true,1844
true,2726
true,2008
true,3028
true,2070
true,2324
true,2584
true,2381
true,4518
true,3578
true,2306
true,3879
true,4372
true,4935
true,3214
false,3051
true,4053
true,6763
true,5195
true,36773
false,2864
true,3178
true,5970
true,2919
true,3798
false,2882
true,3480
true,3511
true,6826
true,2874
true,5587
true,4757
true,6186
true,3687
true,3407
false,2249
true,4894
false,2927
false,3214
true,7052
true,4894
true,3854
true,3334
true,3752
true,3959
true,3666
true,4899
true,2567
true,4986
true,5050
true,2006
true,5513
true,2935
true,3531
true,3575
true,1893
false,2473
true,2768
false,1753
true,3838
true,2582
true,3402
true,1833
true,2662
true,2635
true,3164
false,3382
false,2400
true,3644
true,2855
true,2521
true,5180
true,3498
true,1885
true,3992
true,1855
true,3662
true,3904
true,2590
true,2142
true,2134
true,2274
true,2164
true,2897
true,2579
true,3519
true,3672
false,11403
true,3420
true,2351
true,2315
true,3998
true,3138
true,4025
true,3778
true,3936
true,1869
true,7213
true,4593
true,2383
true,3319
true,3024
false,3174
true,4870
true,3625
true,3900
true,2459
true,5521
true,2288
true,2390
true,3048
true,3417
true,2602
true,3660
true,2725
true,2213
true,3106
true,4397
true,1835
true,2565
false,2131
true,2741
true,3966
true,2663
true,3202
true,2863
true,5927
false,3131
true,3944
true,2999
true,2801
true,5229
false,1515
true,3357
true,4125
true,2334
true,2343
true,2234
true,3254
true,3838
true,4860
true,4354
true,4057
true,2796
false,3689
false,2974
true,3057
false,4025
true,3805
true,11122
true,3189
true,2185
true,3101
true,3244
true,3734
false,3290
true,4332
true,3115
true,3554
true,2337
false,2884
true,2282
true,3924
true,3802
true,5156
true,3406
true,3334
true,3288
true,3341
true,3341
false,4307
false,3912
true,2893
false,3295
true,2704
true,4005
true,6971
true,3189
true,3044
true,3099
true,3304
true,3307
true,4209
true,3848
true,3584
true,2854
true,4111
true,3277
true,4057
true,3116
true,3167
true,2968
false,3747
false,3131
true,3602
true,3052
false,2643
true,6470
false,3756
true,2926
false,3380
true,3418
true,2833
true,3016
true,4360
true,3774
true,3474
true,2964
true,3019
true,2393
false,2618
true,2918
false,2123
true,2926
true,2330
true,2173
true,2086
true,2068
true,1840
true,3121
true,4104
true,1949
true,3302
false,2336
true,1875
true,2234
true,2168
false,1647
true,4898
true,2045
true,1843
true,1762
true,1689
true,1819
true,1801
true,1681
true,1863
true,1823
true,1818
false,1621
true,1873
true,1800
true,2848
true,2555
true,2143
true,2159
true,2223
true,2548
true,3712
true,2330
true,6138
true,2797
true,5893
false,2984
true,2317
true,3809
true,2913
true,2899
true,2885
true,2886
true,2843
true,2895
true,3008
true,2879
true,3004
true,2970
true,2940
true,3014
true,3777
true,3416
false,2936
true,2815
true,3516
true,2650
false,2691
true,4008
true,2963
true,4193
true,2973
true,3350
true,2650
true,4983
false,4257
true,3265
true,3156
true,3401
true,3062
true,3356
true,3290
false,2935
true,3026
true,3305
true,2934
true,2932
true,3110
false,8266
true,3159
true,4091
true,2797
true,3096
true,2830
true,4797
true,2859
true,2774
true,2819
true,2642
true,3012
true,2799
true,3030
false,3021
true,2650
true,2803
true,2788
true,2695
true,2473
false,3705
true,2749
true,2476
true,2839
true,2687
true,2618
true,2894
true,2715
false,2736
true,2651
true,12222
true,3003
true,2849
true,2830
true,2909
true,2568
true,2984
true,2879
true,3256
true,2768
true,2630
false,3976
true,3138
true,10178
true,3346
true,2871
true,3056
true,2819
false,2797
true,2830
true,2807
true,2801
true,2812
true,2744
true,2794
true,2729
false,2337
true,2836
true,3322
true,2961
false,25612
true,3197
true,2881
true,2761
true,2799
true,2802
true,3148
true,2541
true,3006
false,7973
true,3022
true,2608
true,3431
true,3506
true,3344
true,4477
false,4778
false,3216
true,3379
false,2702
true,4203
true,22855
true,2982
true,3648
true,4127
true,4620
true,4362
true,22459
true,2923
true,3316
true,3109
false,2857
true,2152
true,2183
true,2115
false,2746
true,2095
true,2068
true,3209
true,3352
true,7521
false,4219
true,5336
true,2868
true,3932
false,2581
false,1728
true,3296
true,2228
true,2143
true,15349
true,2514
true,2152
true,2729
false,6725
false,5296
false,4445
true,2681
true,2978
true,2692
false,2645
true,3440
true,3202
true,7263
true,3925
true,3134
true,2943
true,3346
false,4302
true,2258
true,3112
true,2164
true,2154
true,2029
true,2006
true,2137
true,2142
true,2088
true,2117
true,2145
false,3406
true,2363
true,2124
true,3220
true,2222
true,2044
true,2013
true,2029
true,2312
true,2099
true,2175
false,2951
true,2124
true,5386
true,2517
true,2342
true,2267
true,2122
true,4857
true,2138
true,2428
true,2034
true,2091
true,2457
true,2326
true,2644
true,2271
false,2890
true,2227
true,2061
true,2277
true,2298
true,2060
true,2084
true,2025
true,1931
true,1856
true,2253
true,1997
true,2095
true,2176
false,2236
true,2187
true,3317
true,2643
false,3467
true,2351
true,2410
true,2479
true,2257
true,2297
true,2408
true,2376
true,2320
true,2411
true,2507
true,2168
true,2443
false,3048
true,2187
false,2709
true,2478
true,2363
true,2218
true,2929
true,4258
true,3253
true,3634
true,4830
true,5142
true,4147
true,7404
true,2304
true,3167
true,2911
true,2951
true,2980
true,2373
true,3791
true,2743
true,3099
true,2956
true,3984
true,6092
true,2173
false,3582
true,2825
true,3446
true,3983
true,3504
true,3336
true,4736
true,3510
true,8054
true,2242
true,3597
true,3610
true,2807
false,3144
true,4151
true,4605
true,19595
false,4237
true,3748
true,2949
true,2820
false,2990
true,4820
true,3490
true,3566
true,4487
true,4074
false,3021
true,4910
true,3317
true,4183
true,3070
true,4408
true,2388
true,5029
true,5404
true,2750
true,4007
true,3098
true,4618
true,3209
true,2199
true,2839
true,5565
true,3872
true,4428
true,7744
true,3418
true,5244
true,4603
true,2510
true,2980
true,3549
true,5118
true,3526
true,5772
true,3230
true,3091
true,5366
true,4976
true,4003
true,2513
true,2578
true,9424
true,2167
true,3355
true,3889
true,4643
true,4009
true,2349
false,3978
true,4743
true,4694
true,3163
true,5032
true,3258
true,3973
true,3546
false,3885
true,3534
true,21315
true,4473
true,2543
true,3327
true,2704
true,2088
true,1880
true,1997
true,2182
true,2257
true,1981
true,2321
true,1916
true,1922
true,1988
false,2760
true,1991
false,5225
true,2042
true,1913
true,2206
true,2296
true,2645
true,2390
true,2102
true,2721
true,1993
true,1899
true,1887
