is_write_op,time_in_nanoseconds
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,2183
false,1780
false,1492
false,1488
false,1771
false,1415
false,1808
false,1447
false,0
false,0
false,2441
false,0
false,0
false,1926
false,0
false,1448
false,0
false,2160
false,1779
false,1655
false,1699
false,1802
false,1750
false,1798
false,1725
false,1750
false,1899
false,1917
false,1557
false,1838
false,2240
false,1969
false,1617
false,2022
false,1790
false,1814
false,1908
false,1975
false,1772
false,0
false,2022
false,1541
false,0
false,1558
false,2552
false,3183
false,0
false,2699
false,2119
false,3105
false,1909
false,1558
false,1668
false,3194
false,4908
false,3644
false,2452
false,2884
false,2269
false,2504
true,14927120
false,2680
false,2380
false,2300
false,2088
false,1463
false,1431
false,1424
false,1327
false,4107
true,2193
false,1730
false,1344
false,1413
false,1431
false,1327
false,1509
false,1479
false,2237
false,1736
false,2505
false,1771
false,1733
false,1414
false,4927
true,14876204
false,2151
false,1639
false,1663
false,2370
false,1882
true,14907657
false,2713
true,14912096
true,2722
true,14969673
false,2081
true,14874958
true,14838180
true,14794476
false,1772
false,1199
false,1711
false,1951
false,1772
false,1958
true,2767
false,2138
false,1988
false,1785
false,1571
true,43960
false,2812
false,1682
false,1991
false,2477
false,1945
false,1487
false,1664
false,1461
false,2035
false,2894
false,1820
false,2103
false,1949
false,1999
false,1808
false,1685
false,1909
false,1966
false,1675
false,1616
false,1750
false,1919
false,1730
false,1658
false,1782
false,1712
false,1666
false,1845
false,1756
false,1659
false,1610
false,1657
false,1842
false,1671
false,1678
false,1718
true,3447
false,1962
false,2420
false,3159
false,2133
false,2129
true,2909
false,1848
false,1595
true,2170
false,1838
false,1993
false,1795
false,2006
false,1555
false,1860
false,2209
false,1667
false,1537
false,1666
false,1787
false,4830
false,1581
false,1648
false,1697
false,1813
false,1555
false,1715
false,1592
false,1659
false,1592
false,3024
false,1929
false,2162
false,1750
false,1600
false,1634
false,2463
false,3199
false,1764
false,1905
true,2450
false,2667
false,2523
false,2018
false,2606
false,2568
false,3441
false,2523
false,2974
false,1746
false,1261
false,1233
false,1141
false,1389
false,1407
false,1263
false,1280
false,1202
false,1330
false,1289
false,1249
false,1361
false,1276
false,1335
false,1153
false,1426
false,1203
false,1484
false,1114
false,1390
false,1161
false,1447
false,1552
false,2328
false,1464
false,1554
false,1346
false,1430
false,2120
false,1928
false,1500
false,1460
false,1382
false,1266
false,1301
false,1543
false,1435
false,1569
false,1293
false,1206
false,2202
false,1440
false,1199
false,1361
true,2777
false,1633
false,1393
false,2092
false,1422
true,3066
false,1556
false,1349
false,1326
false,1304
true,2350
false,1505
true,2261
false,1504
false,1350
false,2027
false,1633
false,1470
false,2208
false,1789
true,4547
false,8890
false,2011
false,2927
false,2127
false,1177
false,2321
false,2011
true,14306
false,3369
true,14443
false,8156
false,0
false,3719
false,0
false,4954
false,3364
true,36963
true,6391
false,4273
true,11305
false,3501
false,3614
false,2976
false,2771
false,2930
true,6294
false,3094
false,2022
false,1481
false,3054
false,2738
false,2890
false,1846
false,3168
false,2751
false,3655
false,1527
false,2978
false,3129
false,4915
false,4581
false,2494
false,2606
false,2432
true,6351
false,3257
false,1578
false,2886
false,1823
false,2934
false,2432
false,2504
false,2283
false,2432
true,6104
false,3107
false,2912
false,1585
true,8530
false,3369
false,1399
false,2779
false,2603
false,2453
false,2395
false,1511
false,2326
false,2497
false,1487
false,2621
false,2523
false,4344
false,2643
true,4971
false,2492
false,1320
false,1233
false,0
false,0
false,0
false,1712
false,0
false,0
false,0
false,0
false,0
false,1937
false,1513
false,2583
false,2728
false,1497
false,1269
false,1241
false,2445
true,26018014
false,1849
false,1257
false,1396
false,3754
false,1508
false,1228
false,930
false,839
false,989
false,1672
false,1333
false,1027
false,1062
false,1016
false,887
false,866
false,789
false,801
false,762
false,832
false,869
false,782
false,1050
false,1260
false,964
true,4221
false,1224
false,1095
false,1128
false,1351
false,1259
false,923
false,851
false,970
false,1063
false,947
false,1083
false,914
false,993
false,1007
false,827
false,1346
false,1113
false,876
false,999
false,1012
false,1065
false,1072
false,856
true,2944
false,1426
false,917
false,989
false,1012
false,1539
false,1018
false,943
false,1051
true,2313
true,1794
false,1311
false,4062
false,5585
false,2460
false,2133
false,1442
false,1382
false,1363
false,2177
false,1734
false,1085
false,1102
false,6411
false,4797
false,2460
false,4316
false,2238
false,3809
true,5699
false,4149
false,2618
false,1727
false,1459
false,5019
false,1436
false,1171
false,1240
false,1214
false,1668
false,1610
false,1377
false,1309
false,1228
false,1144
false,1263
false,1106
false,1970
false,1396
false,1132
false,1219
false,1085
false,1008
false,1077
false,2452
false,2037
false,1328
false,1168
false,1006
false,3168
false,2105
false,1290
false,4210
false,2003
false,2462
false,2335
false,2323
false,1160
false,955
false,1116
false,991
false,1018
false,937
false,929
false,862
false,1014
false,1094
false,940
false,1036
false,808
false,820
false,1059
false,742
false,1062
false,738
false,727
false,1002
false,837
false,879
true,2436
true,1694
false,1119
false,1000
false,970
false,978
true,2327
false,1452
false,1018
false,977
false,771
true,1749
false,1179
false,1256
false,1065
false,971
false,997
false,858
false,928
false,850
false,982
false,893
false,1048
false,916
false,977
false,978
false,1313
false,1333
false,1160
false,1344
false,1372
false,4635
false,2561
false,4701
false,24839
false,2599
false,1600
false,8342
false,3308
false,2779
false,1241
false,3005
false,1914
false,1651
false,1736
false,1924
false,2243
false,2616
false,2168
false,2149
false,1195
false,1024
false,3749
true,2309
true,3418
false,1496
false,2305
false,1582
false,3582
false,2295
false,1393
false,863
false,1800
false,1022
false,791
false,681
false,738
false,1656
false,780
true,2667
false,1268
false,2885
false,4340
false,4463
false,1015
false,1979
false,1190
false,719
false,736
false,456
false,379
false,354
false,354
false,478
true,3760
false,1417
false,750
false,550
false,487
false,624
false,498
false,472
false,446
false,524
false,378
false,1898
false,1492
false,3001
false,2205
false,1729
false,1074
false,649
