is_write_op,time_in_nanoseconds
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
false,0
true,8455
false,0
false,0
false,0
false,0
false,0
false,3709
false,3234
false,3430
false,2357
false,3686
false,2952
false,3557
false,2626
false,2302
true,4949
false,2485
false,3060
true,3188
false,2519
false,2603
false,1908
true,4341
false,2180
false,3104
false,2336
false,3155
true,5016
true,6492
false,2662
true,11548
false,2986
false,2237
true,3706
false,3030
false,2443
false,2435
false,2425
false,3268
false,3791
false,2021
false,7947
false,2732
true,2107
false,2380
false,1975
false,2425
true,80862
false,2949
true,5231
false,4896
true,26864
false,2422
false,2051
false,1743
true,14686
true,5212
false,2177
false,1771
false,1770
false,1748
false,1760
false,2162
false,2007
false,2293
false,1853
false,2022
false,1791
false,1726
false,1922
false,1707
false,1817
false,1679
false,4967
false,2138
true,28288
false,4017
false,2918
false,2830
false,2971
false,2517
true,27607
false,2326
false,2747
false,0
true,3290
false,0
false,2009
false,1934
false,1914
false,2009
false,2121
false,2192
false,2146
false,2223
true,3190
false,2466
true,2809
false,3399
false,2038
true,2532
false,2236
false,0
false,3714
false,2917
false,2899
false,0
false,2359
false,0
false,3410
false,3559
false,0
false,2312
false,0
false,3162
false,0
false,3148
false,3358
false,2539
false,2056
false,0
false,0
true,6731
false,2709
false,2405
false,2199
false,2373
false,2567
false,2174
false,2910
false,2509
false,2523
false,2432
false,2448
false,2432
false,2520
false,2584
false,2421
true,3551
false,2662
false,2622
false,2531
false,2304
true,3227
false,5766
false,3361
false,2457
false,2278
false,2386
false,2256
false,2377
false,2795
false,2629
false,2422
false,2456
true,5847
false,2718
false,2373
false,2473
false,0
false,2679
false,1865
false,0
false,3255
false,2492
false,0
false,2739
false,0
false,2769
false,0
false,0
false,0
false,0
false,2358
false,2181
false,1844
false,1708
false,1747
false,1621
false,0
false,3514
false,0
false,2659
false,0
false,0
false,2607
false,0
false,0
false,2636
false,0
false,0
false,3549
false,2659
true,4023
true,3035
false,2646
false,2632
false,2504
false,0
false,2431
false,0
false,2720
false,2017
false,0
false,3029
false,1935
false,0
false,3464
false,2762
false,0
false,0
false,2846
false,0
false,2955
false,1939
false,0
false,0
false,3869
false,3824
false,2803
false,2496
false,2598
false,0
false,2815
false,0
false,3348
false,2643
false,2469
true,4002
false,2353
false,2315
false,2293
false,2592
false,2328
false,2358
false,2457
false,2724
false,2317
false,0
false,4047
false,0
false,3759
false,0
false,2865
false,2886
false,2472
false,2413
false,2760
false,3234
false,2440
true,2984
false,2705
false,2806
false,2638
false,2845
false,2619
false,2486
false,3672
false,2131
false,2192
false,2968
false,3950
false,3509
false,2207
false,3074
true,2750
false,1973
true,2866
false,2569
false,2686
false,2853
false,4053
false,1971
false,3104
false,2854
false,2259
false,2908
false,2594
false,2155
false,3161
false,3018
false,3622
false,1661
false,2462
false,3495
false,2514
false,2520
false,1932
false,1849
false,1769
false,2026
true,9290
false,3514
true,3548
false,2637
false,2634
false,2330
false,3409
false,1938
false,2625
false,4455
false,3309
false,4210
false,2753
false,2556
false,2378
false,2518
false,2563
false,2430
false,2340
false,2318
false,2729
false,2884
false,2303
false,2564
false,1785
true,2713
false,1560
true,2321
false,1568
false,1280
false,1360
false,1364
false,1339
false,1422
false,1279
false,1314
false,1369
false,1467
true,1929
false,1450
false,1311
false,1383
false,1392
false,1169
false,1167
false,1214
false,1299
false,1226
false,1293
false,1405
false,1320
false,1322
false,1239
false,1252
false,1306
false,1184
false,1305
false,1384
false,1186
false,1226
false,1067
false,1228
false,1207
true,1958
false,1280
false,1160
false,1167
false,1142
false,1158
false,1913
false,1231
false,1192
false,1286
true,1850
false,1426
false,1330
false,1266
false,1297
false,1236
false,1293
false,1291
false,1656
false,1229
false,1135
false,1294
false,1099
false,1189
false,1222
false,1287
false,1297
false,1201
false,1386
false,1254
false,1236
true,2027
false,1502
false,1231
false,1314
false,1304
false,1309
false,1313
false,1154
false,1240
false,1207
false,1278
false,1183
false,1344
false,1179
false,1407
false,1754
false,2190
false,2556
false,2627
false,1668
false,3999
true,2816
false,1818
false,1572
false,1710
false,1464
false,1287
false,1281
false,1365
false,2723
false,2836
false,1925
false,2176
false,3251
false,7233
false,2518
false,1980
false,2194
false,2932
false,3176
false,2376
false,1642
false,1478
false,1375
false,1382
false,1762
false,1518
false,1637
false,1443
false,1389
false,1322
false,1455
false,1351
false,1349
false,1485
false,1482
false,1466
false,1558
false,1510
false,1403
false,1659
false,1944
false,1558
false,1710
false,1447
false,3902
false,1396
false,1302
false,1371
false,1384
false,1449
true,2605
false,1694
false,1518
false,1444
false,1412
false,1451
false,1367
false,1447
false,1464
false,1447
false,1407
false,1219
false,1189
false,1497
false,1398
false,1256
false,1268
false,1280
false,1165
false,1243
false,1320
false,1189
false,1175
false,1203
false,1243
false,1306
false,1277
false,1461
false,1271
false,1318
false,1347
false,1264
false,1342
false,1546
false,1876
false,3141
false,1900
false,3516
false,1962
false,2234
false,1619
true,2096
false,1632
false,1495
false,1461
false,1217
false,1403
false,1417
false,1888
false,1530
false,1534
false,1384
false,1428
false,1649
false,1673
false,2929
false,1878
false,2346
false,1991
false,1779
false,1735
false,1802
false,1952
false,1518
false,1713
true,3186
false,2177
false,1671
false,1763
false,1930
false,1811
true,2819
false,4395
false,2040
false,1760
false,1850
false,1724
false,1692
false,1717
true,2621
false,2076
false,1795
false,1672
true,2563
false,1967
false,1956
false,1765
false,1987
false,3769
false,2685
false,2154
true,3312
false,2040
false,1842
false,1836
false,1880
false,1806
false,1832
false,1745
false,1726
false,2118
false,1902
false,1871
false,1911
false,1853
false,1828
false,1958
false,1842
false,1593
true,2657
false,2105
false,1742
false,1690
false,1642
false,1724
false,1507
false,1629
false,1664
false,1733
true,2691
false,1957
false,3310
false,1958
false,2814
false,3405
false,2204
false,3409
true,2469
false,2915
false,1631
false,1507
false,1490
false,1254
